2025-12-26 09:42:25.169 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | File read successfully: C:\CREDITOJOBS\BATCREDITO\application.properties
2025-12-26 09:47:01.366 | main | INFO  | mx.baz.conciliaciones.operaciones.AppUploadInfo | Route file: PathInfo(job=CARTERADELIM, ip=10.53.80.16, path=BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios, file=BAT1SB60.RESUMEN.CARTERADELIM.D, domain=PRODUCCIONBA, user=BusrConc, password=NuevaRepAln/094)
2025-12-26 09:47:01.425 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | URI: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios\BAT1SB60.RESUMEN.CARTERADELIM.D251224
2025-12-26 09:47:01.425 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | URN: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios
2025-12-26 09:47:01.425 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | IP: 10.53.80.16
2025-12-26 09:47:01.425 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Path: BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios
2025-12-26 09:47:01.425 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | File: BAT1SB60.RESUMEN.CARTERADELIM.D251224
2025-12-26 09:47:01.425 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | User and Domain: PRODUCCIONBA\BusrConc
2025-12-26 09:47:15.621 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Command: net use A: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios NuevaRepAln/094 /user:PRODUCCIONBA\BusrConc
2025-12-26 09:47:19.830 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Success conection to network drive: true
2025-12-26 09:47:53.022 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Command: net use A: /delete
2025-12-26 09:51:05.048 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | File read successfully: C:\CREDITOJOBS\BATCREDITO\application.properties
2025-12-26 09:51:05.059 | main | INFO  | mx.baz.conciliaciones.operaciones.AppUploadInfo | Start the information loading process,
2025-12-26 09:51:11.394 | main | INFO  | mx.baz.conciliaciones.operaciones.AppUploadInfo | Connected to database successfully
2025-12-26 09:51:11.394 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Get data for path
2025-12-26 09:51:12.514 | main | INFO  | mx.baz.conciliaciones.operaciones.AppUploadInfo | Route file: PathInfo(job=CARTERADELIM, ip=10.53.80.16, path=BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios, file=BAT1SB60.RESUMEN.CARTERADELIM.D, domain=PRODUCCIONBA, user=BusrConc, password=NuevaRepAln/094)
2025-12-26 09:51:12.576 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | URI: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios\BAT1SB60.RESUMEN.CARTERADELIM.D251224
2025-12-26 09:51:12.577 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | URN: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios
2025-12-26 09:51:12.577 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | IP: 10.53.80.16
2025-12-26 09:51:12.577 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Path: BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios
2025-12-26 09:51:12.577 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | File: BAT1SB60.RESUMEN.CARTERADELIM.D251224
2025-12-26 09:51:12.578 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | User and Domain: PRODUCCIONBA\BusrConc
2025-12-26 09:51:15.141 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Command: net use A: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios NuevaRepAln/094 /user:PRODUCCIONBA\BusrConc
2025-12-26 09:51:19.204 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Success conection to network drive: true
2025-12-26 09:51:33.797 | main | DEBUG | com.zaxxer.hikari.HikariConfig | HikariPool-1 - configuration:
2025-12-26 09:51:33.810 | main | DEBUG | com.zaxxer.hikari.HikariConfig | allowPoolSuspension.............false
2025-12-26 09:51:33.811 | main | DEBUG | com.zaxxer.hikari.HikariConfig | autoCommit......................true
2025-12-26 09:51:33.812 | main | DEBUG | com.zaxxer.hikari.HikariConfig | catalog.........................none
2025-12-26 09:51:33.812 | main | DEBUG | com.zaxxer.hikari.HikariConfig | connectionInitSql...............none
2025-12-26 09:51:33.813 | main | DEBUG | com.zaxxer.hikari.HikariConfig | connectionTestQuery.............none
2025-12-26 09:51:33.813 | main | DEBUG | com.zaxxer.hikari.HikariConfig | connectionTimeout...............30000
2025-12-26 09:51:33.813 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSource......................none
2025-12-26 09:51:33.814 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSourceClassName.............none
2025-12-26 09:51:33.814 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSourceJNDI..................none
2025-12-26 09:51:33.815 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSourceProperties............{password=<masked>}
2025-12-26 09:51:33.816 | main | DEBUG | com.zaxxer.hikari.HikariConfig | driverClassName.................none
2025-12-26 09:51:33.816 | main | DEBUG | com.zaxxer.hikari.HikariConfig | exceptionOverrideClassName......none
2025-12-26 09:51:33.817 | main | DEBUG | com.zaxxer.hikari.HikariConfig | healthCheckProperties...........{}
2025-12-26 09:51:33.817 | main | DEBUG | com.zaxxer.hikari.HikariConfig | healthCheckRegistry.............none
2025-12-26 09:51:33.817 | main | DEBUG | com.zaxxer.hikari.HikariConfig | idleTimeout.....................600000
2025-12-26 09:51:33.817 | main | DEBUG | com.zaxxer.hikari.HikariConfig | initializationFailTimeout.......1
2025-12-26 09:51:33.818 | main | DEBUG | com.zaxxer.hikari.HikariConfig | isolateInternalQueries..........false
2025-12-26 09:51:33.818 | main | DEBUG | com.zaxxer.hikari.HikariConfig | jdbcUrl.........................jdbc:mysql://localhost:3307/bdsagoprod
2025-12-26 09:51:33.819 | main | DEBUG | com.zaxxer.hikari.HikariConfig | leakDetectionThreshold..........0
2025-12-26 09:51:33.819 | main | DEBUG | com.zaxxer.hikari.HikariConfig | maxLifetime.....................1800000
2025-12-26 09:51:33.819 | main | DEBUG | com.zaxxer.hikari.HikariConfig | maximumPoolSize.................10
2025-12-26 09:51:33.820 | main | DEBUG | com.zaxxer.hikari.HikariConfig | metricRegistry..................none
2025-12-26 09:51:33.820 | main | DEBUG | com.zaxxer.hikari.HikariConfig | metricsTrackerFactory...........none
2025-12-26 09:51:33.820 | main | DEBUG | com.zaxxer.hikari.HikariConfig | minimumIdle.....................10
2025-12-26 09:51:33.821 | main | DEBUG | com.zaxxer.hikari.HikariConfig | password........................<masked>
2025-12-26 09:51:33.821 | main | DEBUG | com.zaxxer.hikari.HikariConfig | poolName........................"HikariPool-1"
2025-12-26 09:51:33.822 | main | DEBUG | com.zaxxer.hikari.HikariConfig | readOnly........................false
2025-12-26 09:51:33.822 | main | DEBUG | com.zaxxer.hikari.HikariConfig | registerMbeans..................false
2025-12-26 09:51:33.823 | main | DEBUG | com.zaxxer.hikari.HikariConfig | scheduledExecutor...............none
2025-12-26 09:51:33.823 | main | DEBUG | com.zaxxer.hikari.HikariConfig | schema..........................none
2025-12-26 09:51:33.823 | main | DEBUG | com.zaxxer.hikari.HikariConfig | threadFactory...................internal
2025-12-26 09:51:33.824 | main | DEBUG | com.zaxxer.hikari.HikariConfig | transactionIsolation............default
2025-12-26 09:51:33.824 | main | DEBUG | com.zaxxer.hikari.HikariConfig | username........................"USRWRITEMON"
2025-12-26 09:51:33.824 | main | DEBUG | com.zaxxer.hikari.HikariConfig | validationTimeout...............5000
2025-12-26 09:51:33.829 | main | INFO  | com.zaxxer.hikari.HikariDataSource | HikariPool-1 - Starting...
2025-12-26 09:51:33.840 | main | DEBUG | com.zaxxer.hikari.util.DriverDataSource | Loaded driver with class name com.mysql.cj.jdbc.Driver for jdbcUrl=jdbc:mysql://localhost:3307/bdsagoprod
2025-12-26 09:51:37.670 | main | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@12f3afb5
2025-12-26 09:51:37.673 | main | INFO  | com.zaxxer.hikari.HikariDataSource | HikariPool-1 - Start completed.
2025-12-26 09:51:44.263 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=1, active=0, idle=1, waiting=0)
2025-12-26 09:51:48.395 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Initializing file reading process...
2025-12-26 09:52:10.997 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@38cfae35
2025-12-26 09:52:25.707 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=2, active=0, idle=2, waiting=0)
2025-12-26 09:52:35.922 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@75aedc12
2025-12-26 09:52:39.526 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1b34d169
2025-12-26 09:52:42.948 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@73461e97
2025-12-26 09:52:46.191 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4afbc46b
2025-12-26 09:52:50.175 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6052b550
2025-12-26 09:52:53.634 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@666d0a07
2025-12-26 09:52:55.720 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=8, active=0, idle=8, waiting=0)
2025-12-26 09:52:55.720 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:52:57.018 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@16686ce
2025-12-26 09:53:00.037 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@48c63114
2025-12-26 09:53:00.038 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - After adding stats (total=10, active=0, idle=10, waiting=0)
2025-12-26 09:53:34.406 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2025-12-26 09:53:35.166 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:53:55.985 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | File read successfully: C:\CREDITOJOBS\BATCREDITO\application.properties
2025-12-26 09:53:55.993 | main | INFO  | mx.baz.conciliaciones.operaciones.AppUploadInfo | Start the information loading process,
2025-12-26 09:54:00.255 | main | INFO  | mx.baz.conciliaciones.operaciones.AppUploadInfo | Connected to database successfully
2025-12-26 09:54:00.255 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Get data for path
2025-12-26 09:54:00.844 | main | INFO  | mx.baz.conciliaciones.operaciones.AppUploadInfo | Route file: PathInfo(job=CARTERADELIM, ip=10.53.80.16, path=BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios, file=BAT1SB60.RESUMEN.CARTERADELIM.D, domain=PRODUCCIONBA, user=BusrConc, password=NuevaRepAln/094)
2025-12-26 09:54:00.896 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | URI: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios\BAT1SB60.RESUMEN.CARTERADELIM.D251224
2025-12-26 09:54:00.896 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | URN: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios
2025-12-26 09:54:00.896 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | IP: 10.53.80.16
2025-12-26 09:54:00.896 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Path: BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios
2025-12-26 09:54:00.896 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | File: BAT1SB60.RESUMEN.CARTERADELIM.D251224
2025-12-26 09:54:00.896 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | User and Domain: PRODUCCIONBA\BusrConc
2025-12-26 09:54:00.896 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Command: net use A: \\10.53.80.16\BackOfficeBaz\Operaciones\Operacion\Credito\MonitoreosDiarios NuevaRepAln/094 /user:PRODUCCIONBA\BusrConc
2025-12-26 09:54:02.204 | main | INFO  | mx.baz.conciliaciones.operaciones.utils.FSConn | Success conection to network drive: true
2025-12-26 09:54:02.219 | main | DEBUG | com.zaxxer.hikari.HikariConfig | HikariPool-1 - configuration:
2025-12-26 09:54:02.221 | main | DEBUG | com.zaxxer.hikari.HikariConfig | allowPoolSuspension.............false
2025-12-26 09:54:02.222 | main | DEBUG | com.zaxxer.hikari.HikariConfig | autoCommit......................true
2025-12-26 09:54:02.222 | main | DEBUG | com.zaxxer.hikari.HikariConfig | catalog.........................none
2025-12-26 09:54:02.222 | main | DEBUG | com.zaxxer.hikari.HikariConfig | connectionInitSql...............none
2025-12-26 09:54:02.222 | main | DEBUG | com.zaxxer.hikari.HikariConfig | connectionTestQuery.............none
2025-12-26 09:54:02.223 | main | DEBUG | com.zaxxer.hikari.HikariConfig | connectionTimeout...............30000
2025-12-26 09:54:02.223 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSource......................none
2025-12-26 09:54:02.223 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSourceClassName.............none
2025-12-26 09:54:02.223 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSourceJNDI..................none
2025-12-26 09:54:02.224 | main | DEBUG | com.zaxxer.hikari.HikariConfig | dataSourceProperties............{password=<masked>}
2025-12-26 09:54:02.224 | main | DEBUG | com.zaxxer.hikari.HikariConfig | driverClassName.................none
2025-12-26 09:54:02.225 | main | DEBUG | com.zaxxer.hikari.HikariConfig | exceptionOverrideClassName......none
2025-12-26 09:54:02.225 | main | DEBUG | com.zaxxer.hikari.HikariConfig | healthCheckProperties...........{}
2025-12-26 09:54:02.225 | main | DEBUG | com.zaxxer.hikari.HikariConfig | healthCheckRegistry.............none
2025-12-26 09:54:02.226 | main | DEBUG | com.zaxxer.hikari.HikariConfig | idleTimeout.....................600000
2025-12-26 09:54:02.226 | main | DEBUG | com.zaxxer.hikari.HikariConfig | initializationFailTimeout.......1
2025-12-26 09:54:02.226 | main | DEBUG | com.zaxxer.hikari.HikariConfig | isolateInternalQueries..........false
2025-12-26 09:54:02.230 | main | DEBUG | com.zaxxer.hikari.HikariConfig | jdbcUrl.........................jdbc:mysql://localhost:3307/bdsagoprod
2025-12-26 09:54:02.231 | main | DEBUG | com.zaxxer.hikari.HikariConfig | leakDetectionThreshold..........0
2025-12-26 09:54:02.231 | main | DEBUG | com.zaxxer.hikari.HikariConfig | maxLifetime.....................1800000
2025-12-26 09:54:02.231 | main | DEBUG | com.zaxxer.hikari.HikariConfig | maximumPoolSize.................10
2025-12-26 09:54:02.231 | main | DEBUG | com.zaxxer.hikari.HikariConfig | metricRegistry..................none
2025-12-26 09:54:02.231 | main | DEBUG | com.zaxxer.hikari.HikariConfig | metricsTrackerFactory...........none
2025-12-26 09:54:02.231 | main | DEBUG | com.zaxxer.hikari.HikariConfig | minimumIdle.....................10
2025-12-26 09:54:02.232 | main | DEBUG | com.zaxxer.hikari.HikariConfig | password........................<masked>
2025-12-26 09:54:02.232 | main | DEBUG | com.zaxxer.hikari.HikariConfig | poolName........................"HikariPool-1"
2025-12-26 09:54:02.232 | main | DEBUG | com.zaxxer.hikari.HikariConfig | readOnly........................false
2025-12-26 09:54:02.232 | main | DEBUG | com.zaxxer.hikari.HikariConfig | registerMbeans..................false
2025-12-26 09:54:02.232 | main | DEBUG | com.zaxxer.hikari.HikariConfig | scheduledExecutor...............none
2025-12-26 09:54:02.233 | main | DEBUG | com.zaxxer.hikari.HikariConfig | schema..........................none
2025-12-26 09:54:02.233 | main | DEBUG | com.zaxxer.hikari.HikariConfig | threadFactory...................internal
2025-12-26 09:54:02.233 | main | DEBUG | com.zaxxer.hikari.HikariConfig | transactionIsolation............default
2025-12-26 09:54:02.233 | main | DEBUG | com.zaxxer.hikari.HikariConfig | username........................"USRWRITEMON"
2025-12-26 09:54:02.233 | main | DEBUG | com.zaxxer.hikari.HikariConfig | validationTimeout...............5000
2025-12-26 09:54:02.235 | main | INFO  | com.zaxxer.hikari.HikariDataSource | HikariPool-1 - Starting...
2025-12-26 09:54:02.241 | main | DEBUG | com.zaxxer.hikari.util.DriverDataSource | Loaded driver with class name com.mysql.cj.jdbc.Driver for jdbcUrl=jdbc:mysql://localhost:3307/bdsagoprod
2025-12-26 09:54:06.747 | main | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5032714f
2025-12-26 09:54:06.747 | main | INFO  | com.zaxxer.hikari.HikariDataSource | HikariPool-1 - Start completed.
2025-12-26 09:54:06.853 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=1, active=0, idle=1, waiting=0)
2025-12-26 09:54:07.332 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Initializing file reading process...
2025-12-26 09:54:10.063 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@58edd716
2025-12-26 09:54:13.507 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1ee0429f
2025-12-26 09:54:16.534 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6659a231
2025-12-26 09:54:20.461 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@65977378
2025-12-26 09:54:23.856 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7d5d6ec7
2025-12-26 09:54:27.037 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@634e234d
2025-12-26 09:54:30.238 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7a3a10c
2025-12-26 09:54:33.958 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@378358b0
2025-12-26 09:54:36.856 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=9, active=1, idle=8, waiting=0)
2025-12-26 09:54:37.206 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1b3e0f35
2025-12-26 09:54:37.206 | HikariPool-1 connection adder | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - After adding stats (total=10, active=1, idle=9, waiting=0)
2025-12-26 09:55:06.871 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=2, idle=8, waiting=0)
2025-12-26 09:55:06.871 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:55:36.875 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=4, idle=6, waiting=0)
2025-12-26 09:55:36.875 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:56:06.878 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=6, idle=4, waiting=0)
2025-12-26 09:56:06.879 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:56:36.892 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=7, idle=3, waiting=0)
2025-12-26 09:56:36.892 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:57:06.901 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=9, idle=1, waiting=0)
2025-12-26 09:57:06.901 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:57:36.912 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=10, idle=0, waiting=0)
2025-12-26 09:57:36.913 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:58:06.917 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=10, idle=0, waiting=0)
2025-12-26 09:58:06.917 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:58:36.919 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=10, idle=0, waiting=0)
2025-12-26 09:58:36.920 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:59:06.926 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=10, idle=0, waiting=0)
2025-12-26 09:59:06.926 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Fill pool skipped, pool is at sufficient level.
2025-12-26 09:59:36.940 | HikariPool-1 housekeeper | DEBUG | com.zaxxer.hikari.pool.HikariPool | HikariPool-1 - Pool stats (total=10, active=10, idle=0, waiting=0)
